song_375,154.58823529411765,Dreams Shadow,Velvet Voice
song_104,164.13333333333333,Summer Dreams,Synth Collective
song_19,138.92,The Night,Echo Chamber
song_144,144.82608695652175,Heart Dreams #82,Synth Collective
song_225,169.6,The Love,Sound Pioneers
song_387,123.77777777777777,Forever Rhythm,Starlight Symphony
song_346,183.73333333333332,Heart Journey,Analog Hearts
song_169,165.35294117647058,Dreams Journey,Rhythm Republic
song_47,176.58333333333334,The Love #99,Sonic Wave
song_424,188.05263157894737,Dancing Light #13,Sonic Wave
song_206,170.68,City Nights,Crystal Clear
song_410,175.7826086956522,Night Beat,Analog Hearts
song_300,179.47619047619048,The Forever,Acoustic Alliance
song_54,156.05,The Lost,Midnight Serenade
song_123,131.65,City Song,Melody Lane
song_347,168.35714285714286,Winter Nights #93,Synth Collective
song_119,177.41176470588235,The Winter,Analog Hearts
song_458,165.66666666666666,Night Journey #42,Sonic Wave
song_379,126.18181818181819,The Summer,Velvet Voice
song_38,170.63636363636363,Dreams Rhythm #73,Beats Foundation
song_254,168.94117647058823,The Forever,Rhythm Republic
song_465,126.21428571428571,Winter Dreams,Rhythm Republic
song_373,185.85185185185185,City Nights,Digital Frontier
song_253,152.76470588235293,The Summer,Electric Dreams
song_128,170.1904761904762,Forever Song,Acoustic Alliance
song_456,173.96,Forever Song,Velvet Voice
song_477,170.35294117647058,The Dreams,Sunset Boulevard
song_438,215.375,Night Days,The Echoes
song_336,156.26315789473685,Dreams Memories,Acoustic Alliance
song_399,173.3448275862069,Dancing Journey,Analog Hearts
song_246,142.38888888888889,Winter Beat,Rhythm Republic
song_188,139.69230769230768,Summer Journey,Midnight Serenade
song_450,155.94117647058823,The Winter,Acoustic Alliance
song_202,137.6875,Heart Journey,Crystal Clear
song_162,159.89473684210526,The Night #48,Melody Lane
song_419,160.64705882352942,Forever Journey #88,Digital Frontier
song_94,160.76470588235293,Dancing Beat #28,Northern Lights
song_422,197.55555555555554,The Forever,Sonic Wave
song_49,155.0909090909091,Forever Memories #48,Crystal Clear
song_306,181.0,The Dancing,Beats Foundation
song_455,169.52941176470588,Dreams Days,Sonic Wave
song_37,179.6875,City Days,Electric Dreams
song_115,146.45833333333334,Night Rhythm,Echo Chamber
song_238,162.65384615384616,Dreams Nights,Acoustic Alliance
song_406,175.33333333333334,The City,Harmony Central
song_393,153.0,Dreams Shadow #48,Sonic Wave
song_200,149.42105263157896,Dreams Beat,Sonic Wave
song_6,164.52380952380952,The Winter #38,Starlight Symphony
song_377,176.52631578947367,Summer Memories,Electric Dreams
song_62,158.52380952380952,Summer Rhythm,Neon Pulse
song_430,156.23076923076923,The Lost #9,The Echoes
song_135,190.1875,Winter Nights,Analog Hearts
song_392,177.73684210526315,The Night,Crystal Clear
song_493,165.06666666666666,Night Light #51,Crystal Clear
song_310,164.66666666666666,Forever Song #96,Starlight Symphony
song_9,148.94444444444446,Night Days,Rhythm Republic
song_403,160.0,Heart Beat,Starlight Symphony
song_474,141.42105263157896,The Summer,Crystal Clear
song_255,165.0,Dreams Dreams #64,The Echoes
song_82,168.71428571428572,Winter Shadow,Velvet Voice
song_454,148.71428571428572,Forever Light #41,Sound Pioneers
song_329,179.72,Winter Dreams #24,Neon Pulse
song_407,173.9,The Night,Sonic Wave
song_198,186.94444444444446,Lost Light,Sound Pioneers
song_395,171.375,Dancing Shadow #41,Digital Frontier
song_354,134.92307692307693,Lost Shadow,Crystal Clear
song_100,184.35714285714286,City Dreams #95,Analog Hearts
song_60,151.53846153846155,Winter Nights,Neon Pulse
song_85,140.78571428571428,Dreams Dreams,Harmony Central
song_184,155.21428571428572,Winter Memories,Starlight Symphony
song_242,168.30769230769232,City Shadow,Velvet Voice
song_308,163.23529411764707,Summer Light #16,Digital Frontier
song_260,167.25,Love Days,Acoustic Alliance
song_423,150.0,Forever Song,Melody Lane
song_389,207.83870967741936,City Dreams,Melody Lane
song_486,166.68421052631578,Summer Shadow,The Echoes
song_314,209.72727272727272,Heart Song #66,Digital Frontier
song_269,153.42857142857142,Summer Memories,Sunset Boulevard
song_8,129.47619047619048,The Winter #82,Northern Lights
song_479,193.64285714285714,The Summer,Sound Pioneers
song_384,172.63333333333333,Dancing Song,Acoustic Alliance
song_339,148.6875,Love Journey,Sonic Wave
song_205,144.66666666666666,Love Beat,Electric Dreams
song_273,185.25,Winter Memories,Beats Foundation
song_343,195.86666666666667,The Dancing #70,Midnight Serenade
song_301,183.55555555555554,Heart Days,Sunset Boulevard
song_174,199.1875,Night Journey,Neon Pulse
song_147,164.27777777777777,Winter Song #49,Crystal Clear
song_125,159.22727272727272,The Dancing,Analog Hearts
song_207,132.84615384615384,City Dreams,Digital Frontier
song_27,163.0,The Summer #31,Synth Collective
song_63,182.5,Winter Dreams,Acoustic Alliance
song_411,182.25,The Lost,Digital Frontier
song_126,153.84,The Heart,Rhythm Republic
song_148,220.94444444444446,The Night #85,Sound Pioneers
song_64,178.11764705882354,Dreams Rhythm,Starlight Symphony
song_297,140.4,The Forever,Analog Hearts
song_368,143.0,Dreams Song,Melody Lane
song_342,213.42857142857142,Dancing Song,Northern Lights
song_181,152.25,Winter Beat,Velvet Voice
song_133,181.8,Summer Beat,Neon Pulse
song_500,161.76190476190476,The City,Neon Pulse
song_357,156.63333333333333,Forever Days,Northern Lights
song_32,179.53846153846155,City Nights,Beats Foundation
song_84,134.6818181818182,The Love,Beats Foundation
song_371,178.47826086956522,Winter Beat #89,Analog Hearts
song_417,174.0,Summer Shadow #86,Rhythm Republic
song_497,162.44444444444446,Winter Beat #6,Synth Collective
song_171,189.38095238095238,Lost Song,Starlight Symphony
song_445,182.94736842105263,Love Dreams #67,Midnight Serenade
song_270,132.54545454545453,Dancing Light #7,Acoustic Alliance
song_305,171.7391304347826,The City,Sound Pioneers
song_381,183.66666666666666,Winter Song,Crystal Clear
song_239,149.94736842105263,The City,Midnight Serenade
song_334,177.6,Summer Shadow,The Echoes
song_382,155.76666666666668,Love Song #54,Electric Dreams
song_87,200.125,Love Shadow,Sound Pioneers
song_252,172.36363636363637,Dancing Light #10,Digital Frontier
song_472,152.1875,Dreams Shadow,Midnight Serenade
song_5,184.0,Summer Beat,Midnight Serenade
song_168,165.92857142857142,The Lost,The Echoes
song_311,158.0,The Dancing,Melody Lane
song_298,190.17857142857142,The Night,Midnight Serenade
song_231,149.26315789473685,Heart Light,Acoustic Alliance
song_41,168.65384615384616,The Lost #80,Crystal Clear
song_366,139.33333333333334,Forever Rhythm #35,Acoustic Alliance
song_397,173.75,Dancing Rhythm,Digital Frontier
song_323,139.83333333333334,The Lost #85,Velvet Voice
song_176,179.9047619047619,The Lost,Neon Pulse
song_338,155.04347826086956,The Dancing,Sunset Boulevard
song_131,127.17647058823529,The Winter,Echo Chamber
song_361,151.0,The Lost #20,Sound Pioneers
song_245,161.0,The Summer,Velvet Voice
song_327,148.33333333333334,Forever Memories #39,Synth Collective
song_290,155.52631578947367,Night Journey,Beats Foundation
song_160,169.0,City Dreams,Northern Lights
song_365,173.8421052631579,The Love #50,Electric Dreams
song_155,156.22222222222223,The City,Sound Pioneers
song_40,210.77272727272728,Summer Light #17,Acoustic Alliance
song_170,164.42857142857142,Winter Memories #9,Analog Hearts
song_163,181.55555555555554,The Summer #88,Northern Lights
song_319,150.7826086956522,Winter Rhythm #85,Neon Pulse
song_101,151.15,The Dreams #47,Rhythm Republic
song_55,166.41666666666666,Dancing Beat,Beats Foundation
song_453,157.33333333333334,City Dreams,Sound Pioneers
song_228,143.68,Lost Nights #20,Neon Pulse
song_177,163.10526315789474,Dreams Rhythm,Digital Frontier
song_149,162.16666666666666,Love Journey,Acoustic Alliance
song_28,174.85714285714286,Heart Journey,Analog Hearts
song_2,154.47826086956522,Love Nights #30,Echo Chamber
song_414,183.25925925925927,The Love #81,Digital Frontier
song_296,153.5,Winter Beat,Harmony Central
song_164,181.44,Night Light,Digital Frontier
song_358,162.07407407407408,Lost Beat,Starlight Symphony
song_143,159.6153846153846,Heart Dreams #11,Starlight Symphony
song_476,155.875,Dreams Journey #68,Analog Hearts
song_213,179.84615384615384,Winter Dreams,Electric Dreams
song_291,148.3913043478261,Night Shadow,Analog Hearts
song_318,154.47368421052633,Winter Dreams,Velvet Voice
song_249,166.0952380952381,Lost Journey #47,Sound Pioneers
song_383,167.73684210526315,Summer Song,Echo Chamber
song_218,167.6,The Heart,Rhythm Republic
song_97,129.04761904761904,Love Days #52,Beats Foundation
song_108,153.2058823529412,Heart Rhythm,Starlight Symphony
song_385,218.55555555555554,Summer Days,Rhythm Republic
song_380,163.75,Dreams Memories,Neon Pulse
song_469,168.6086956521739,The Summer,Analog Hearts
song_442,182.76190476190476,Love Light #47,Sound Pioneers
song_77,158.15384615384616,Summer Shadow,Velvet Voice
song_150,157.47368421052633,Dreams Journey #97,Sonic Wave
song_42,139.11111111111111,City Shadow #45,Electric Dreams
song_287,169.11111111111111,Dancing Beat,Velvet Voice
song_157,197.6818181818182,The Summer #30,Analog Hearts
song_43,149.8,Dancing Memories,Starlight Symphony
song_436,155.85714285714286,Forever Days #18,The Echoes
song_473,175.2608695652174,Forever Dreams #41,Northern Lights
song_331,154.21052631578948,Winter Memories,Sound Pioneers
song_241,162.8421052631579,The Winter,Rhythm Republic
song_193,180.34615384615384,Lost Nights,Velvet Voice
song_294,177.22727272727272,Dancing Light #69,Synth Collective
song_34,153.93333333333334,The Night,Digital Frontier
song_235,158.6,Lost Beat #85,Harmony Central
song_33,165.54545454545453,Dreams Rhythm,Rhythm Republic
song_307,171.38888888888889,Dancing Shadow,Acoustic Alliance
song_337,159.85714285714286,Summer Shadow #66,Analog Hearts
song_325,164.38095238095238,Love Rhythm,Neon Pulse
song_197,188.91304347826087,Summer Dreams,Starlight Symphony
song_362,167.71428571428572,Lost Days #40,Digital Frontier
song_57,154.1818181818182,City Beat,Harmony Central
song_461,182.8,Forever Days #29,Sonic Wave
song_302,171.25,The City,Sonic Wave
song_468,150.25925925925927,City Light,Neon Pulse
song_20,164.8,Forever Memories,Echo Chamber
song_1,154.21052631578948,Love Shadow #18,Harmony Central
song_151,197.8421052631579,Dancing Nights,Sonic Wave
song_333,154.52631578947367,Winter Journey,Electric Dreams
song_194,150.22222222222223,Dreams Memories,Northern Lights
song_432,168.5625,The Lost,Neon Pulse
song_137,170.0,The Dancing #59,The Echoes
song_390,170.0,Dancing Memories,Sunset Boulevard
song_328,169.25925925925927,Winter Memories,Northern Lights
song_187,168.7058823529412,City Light,Digital Frontier
song_433,162.3684210526316,Night Days,Melody Lane
song_53,165.83333333333334,Summer Rhythm,Beats Foundation
song_23,166.05,Dancing Memories #68,Starlight Symphony
song_141,167.54545454545453,The Lost,Acoustic Alliance
song_91,162.68,Summer Song,Velvet Voice
song_261,168.33333333333334,Dreams Beat,Echo Chamber
song_247,136.71428571428572,The Dancing #9,Beats Foundation
song_309,154.08695652173913,City Shadow,Acoustic Alliance
song_265,188.25,Heart Rhythm,The Echoes
song_90,179.4,Lost Memories,The Echoes
song_353,155.52631578947367,The Love #89,Crystal Clear
song_312,162.47826086956522,City Beat #73,Harmony Central
song_398,142.10526315789474,Love Light #36,Beats Foundation
song_25,168.3684210526316,The Dancing #29,Electric Dreams
song_13,163.1,Dreams Memories,Crystal Clear
song_11,171.71428571428572,The Love #5,Sunset Boulevard
song_388,177.0,Winter Nights,Melody Lane
song_313,149.41666666666666,Forever Dreams,Echo Chamber
song_278,169.66666666666666,Lost Rhythm,Sunset Boulevard
song_330,172.72727272727272,The Night,Sonic Wave
song_448,166.2962962962963,Heart Song,Melody Lane
song_199,162.66666666666666,Night Beat #22,Electric Dreams
song_98,166.64285714285714,City Beat,Neon Pulse
song_332,150.6969696969697,Lost Song,Electric Dreams
song_232,191.8125,Dreams Journey,Electric Dreams
song_441,165.54545454545453,Lost Journey,Harmony Central
song_39,133.58333333333334,Winter Journey,Sunset Boulevard
song_24,174.61111111111111,The Dreams,Sound Pioneers
song_315,159.72727272727272,Winter Song,Neon Pulse
song_369,190.05,Love Rhythm,Starlight Symphony
song_3,159.5,City Rhythm #76,Synth Collective
song_117,150.8235294117647,Dreams Journey,The Echoes
song_281,157.41176470588235,City Dreams,Starlight Symphony
song_209,159.2,The Dancing,Starlight Symphony
song_478,142.25,Forever Journey,Sonic Wave
song_471,139.1818181818182,Dancing Memories,Crystal Clear
song_488,199.57894736842104,Lost Song,Crystal Clear
song_289,167.3,Dancing Memories,Rhythm Republic
song_173,173.0909090909091,Dancing Days,Sunset Boulevard
song_78,183.52941176470588,Night Rhythm,Sound Pioneers
song_146,151.58620689655172,The Heart #55,Synth Collective
song_262,168.91304347826087,City Shadow #39,Starlight Symphony
song_359,173.3913043478261,The Summer #35,Digital Frontier
song_396,186.75,The Love,Melody Lane
song_356,151.27777777777777,The Night #31,Crystal Clear
song_190,173.52380952380952,Dancing Rhythm #97,Echo Chamber
song_172,171.3,Love Nights,Sound Pioneers
song_467,172.0952380952381,City Song #36,Sound Pioneers
song_114,180.4,The Heart,Crystal Clear
song_17,147.33333333333334,The Summer #56,Rhythm Republic
song_221,165.16666666666666,The Winter,Velvet Voice
song_222,158.52941176470588,The Forever,Midnight Serenade
song_167,170.08333333333334,The Heart #19,Sonic Wave
song_268,155.43478260869566,Forever Beat,Sunset Boulevard
song_22,155.8695652173913,Heart Days #63,Electric Dreams
song_263,153.54166666666666,Forever Journey,Sonic Wave
song_35,137.1,City Song #38,Melody Lane
song_52,159.55555555555554,The Dreams,Rhythm Republic
song_408,167.625,Summer Light,Sound Pioneers
song_428,168.0,Lost Light,Starlight Symphony
song_401,183.47368421052633,The Dancing,Velvet Voice
song_111,180.47368421052633,Dreams Shadow,Digital Frontier
song_120,146.64705882352942,Summer Beat,Rhythm Republic
song_345,159.5,Dreams Days,The Echoes
song_234,179.11111111111111,Dancing Nights,Northern Lights
song_349,179.38888888888889,City Shadow,Synth Collective
song_72,166.8125,The Dancing,Beats Foundation
song_322,211.3,The Dreams,Sonic Wave
song_421,164.8235294117647,Lost Days,Acoustic Alliance
song_121,156.7,Night Rhythm,Neon Pulse
song_280,164.11764705882354,Forever Beat,Echo Chamber
song_93,151.47368421052633,The Lost #58,Beats Foundation
song_76,148.71428571428572,The Winter,Crystal Clear
song_444,167.5,Summer Shadow,Crystal Clear
song_355,158.88235294117646,The Summer #27,Crystal Clear
song_189,165.46666666666667,The Love,Synth Collective
song_4,157.72727272727272,Summer Shadow #98,Sunset Boulevard
song_257,155.5625,Dancing Memories,Velvet Voice
song_292,178.0,Night Shadow #87,Neon Pulse
song_134,160.0,The Dreams,Beats Foundation
song_295,185.5,Heart Journey #7,Echo Chamber
song_233,141.125,City Memories,Echo Chamber
song_237,129.95652173913044,Forever Days,Digital Frontier
song_429,132.47058823529412,The Summer #73,Velvet Voice
song_118,185.76470588235293,The Forever,Digital Frontier
song_30,155.66666666666666,Summer Days #25,Neon Pulse
song_443,156.78947368421052,The Love,Velvet Voice
song_71,166.95652173913044,The Dancing,Echo Chamber
song_223,176.56,Lost Memories,Acoustic Alliance
song_447,200.15384615384616,Love Beat #73,Acoustic Alliance
song_83,151.23529411764707,City Nights,Northern Lights
song_51,145.46153846153845,Lost Beat,Velvet Voice
song_145,158.35714285714286,Dancing Shadow,Rhythm Republic
song_140,176.0,Dreams Shadow,Electric Dreams
song_129,176.94444444444446,Dancing Song #71,Sonic Wave
song_498,168.35,Night Journey #97,Harmony Central
song_45,169.8,Lost Memories #37,Starlight Symphony
song_175,182.6,The City #65,Starlight Symphony
song_80,144.88235294117646,The Heart,The Echoes
song_88,172.1904761904762,Dreams Days,Acoustic Alliance
song_138,175.13333333333333,The Forever #34,Sunset Boulevard
song_124,180.47619047619048,Dancing Song,Melody Lane
song_484,180.52631578947367,Lost Light,Sunset Boulevard
song_462,149.76470588235293,Lost Journey,Electric Dreams
song_378,152.27777777777777,Summer Dreams,Midnight Serenade
song_92,164.3684210526316,City Song,Crystal Clear
song_15,158.1764705882353,Winter Journey #49,Starlight Symphony
song_495,185.9375,Love Light #38,Electric Dreams
song_489,177.11111111111111,Love Shadow #34,Harmony Central
song_56,171.38095238095238,Winter Beat #9,Synth Collective
song_277,163.4375,City Song,Synth Collective
song_182,185.85,Summer Days,Melody Lane
song_226,170.31578947368422,Lost Beat #41,Harmony Central
song_352,157.3913043478261,Love Dreams #56,Sunset Boulevard
song_227,150.3684210526316,Night Song,Sonic Wave
song_437,157.72727272727272,The City,Synth Collective
song_321,142.2962962962963,The Dancing,Neon Pulse
song_350,205.05555555555554,Winter Song,Beats Foundation
song_166,145.11111111111111,City Light,Beats Foundation
song_59,181.625,City Days,Crystal Clear
song_215,143.58823529411765,Love Beat,Melody Lane
song_156,155.95833333333334,Dancing Beat,Synth Collective
song_250,151.35,Lost Nights,Analog Hearts
song_386,151.85714285714286,Summer Memories,Digital Frontier
song_185,149.6818181818182,Night Nights #90,Acoustic Alliance
song_105,141.625,The Winter,Crystal Clear
song_494,159.21052631578948,Summer Nights,Acoustic Alliance
song_418,166.85,Dreams Rhythm,Harmony Central
song_81,164.6818181818182,Dancing Dreams #49,Sunset Boulevard
song_412,156.5625,The Winter #55,Melody Lane
song_275,151.95238095238096,The Winter #34,Northern Lights
song_427,174.04347826086956,Heart Memories #51,Acoustic Alliance
song_31,139.25,Night Song #10,Digital Frontier
song_130,168.68421052631578,The City,Sonic Wave
song_248,190.86666666666667,Heart Nights,Digital Frontier
song_16,155.68421052631578,The Love,Harmony Central
song_340,182.0,Heart Journey,Acoustic Alliance
song_106,165.28,Heart Shadow #32,Harmony Central
song_154,170.74074074074073,The Dancing,Sonic Wave
song_266,172.36363636363637,Night Song #88,Sound Pioneers
song_212,162.1578947368421,Heart Dreams,Crystal Clear
song_475,163.33333333333334,The Dancing,Rhythm Republic
song_216,148.0952380952381,Forever Dreams #13,Echo Chamber
song_274,154.74074074074073,Night Song,Analog Hearts
song_26,186.65,Dreams Journey #10,Midnight Serenade
song_136,151.45454545454547,The Forever,Midnight Serenade
song_341,157.8181818181818,Winter Journey,Analog Hearts
song_283,150.28571428571428,The Night,The Echoes
song_470,173.5,Forever Nights,Beats Foundation
song_288,204.11111111111111,Heart Song,Midnight Serenade
song_409,159.30434782608697,Night Rhythm,Electric Dreams
song_481,136.71428571428572,City Journey,Beats Foundation
song_463,148.30769230769232,Dancing Dreams #43,Harmony Central
song_485,149.96774193548387,The Summer,Synth Collective
song_490,160.57894736842104,Winter Dreams,Neon Pulse
song_127,154.47368421052633,Lost Light,Harmony Central
song_367,168.2,Forever Rhythm #39,Analog Hearts
song_420,169.23809523809524,Lost Rhythm,Analog Hearts
song_21,166.5,Lost Beat,Acoustic Alliance
song_391,153.1578947368421,Heart Days,Digital Frontier
song_435,157.4375,Winter Days,Starlight Symphony
song_457,148.45454545454547,The Dreams,Digital Frontier
song_86,156.8235294117647,Night Beat #78,Harmony Central
song_439,138.32,Lost Shadow,Crystal Clear
song_449,216.7,Winter Nights #45,The Echoes
song_122,172.57142857142858,Night Beat #99,Sound Pioneers
song_69,186.54166666666666,Love Days,Beats Foundation
song_201,137.33333333333334,Dreams Dreams,Electric Dreams
song_230,223.42857142857142,Heart Song #64,Starlight Symphony
song_459,156.73684210526315,The Winter,Acoustic Alliance
song_258,145.72727272727272,Summer Days,Echo Chamber
song_58,182.66666666666666,Night Nights #56,Northern Lights
song_7,166.5625,The Love,Acoustic Alliance
song_153,153.45833333333334,The Night,Analog Hearts
song_304,195.1764705882353,The Night,Melody Lane
song_282,139.21052631578948,Heart Shadow,Echo Chamber
song_425,145.1,Winter Beat,Beats Foundation
song_61,152.3181818181818,Summer Journey,Harmony Central
song_236,181.44444444444446,Summer Memories,Rhythm Republic
song_370,196.13333333333333,Winter Journey #42,Starlight Symphony
song_434,185.76666666666668,Lost Shadow,Beats Foundation
song_79,156.57692307692307,The Dancing,Starlight Symphony
song_152,166.22222222222223,Winter Dreams #70,Northern Lights
song_240,139.22222222222223,Love Beat #48,Velvet Voice
song_271,180.26666666666668,Forever Beat,Sunset Boulevard
song_348,161.0909090909091,Winter Dreams #13,Echo Chamber
song_402,195.68421052631578,Love Song #12,Digital Frontier
song_374,155.0,The Lost,Velvet Voice
song_251,150.125,The Lost #34,Digital Frontier
song_95,139.125,Heart Shadow,Echo Chamber
song_492,157.0952380952381,Lost Beat #25,Velvet Voice
song_483,177.55555555555554,Summer Journey #73,Harmony Central
song_10,155.11764705882354,Winter Shadow,Neon Pulse
song_440,136.57894736842104,Summer Nights,Crystal Clear
song_102,194.8181818181818,The Forever #7,Neon Pulse
song_116,166.16,Heart Nights,Sunset Boulevard
song_44,153.6315789473684,City Shadow,Harmony Central
song_405,169.7391304347826,Forever Beat,Acoustic Alliance
song_203,144.68,The Summer #9,Analog Hearts
song_413,156.73684210526315,Night Beat,Sonic Wave
song_286,139.6875,Heart Rhythm #88,Beats Foundation
song_335,192.25,The Lost,Analog Hearts
song_220,147.38095238095238,Dancing Light,Crystal Clear
song_48,182.6818181818182,The City,Neon Pulse
song_360,113.52380952380952,Winter Rhythm #75,Sound Pioneers
song_186,177.4090909090909,Forever Journey,Electric Dreams
song_499,186.0952380952381,The Winter,Crystal Clear
song_65,127.44,Dreams Memories,Rhythm Republic
song_89,172.0,The Heart,Northern Lights
song_284,135.1153846153846,Winter Journey,The Echoes
song_415,165.47619047619048,The Forever,The Echoes
song_487,159.21052631578948,Winter Dreams,Analog Hearts
song_161,171.90625,Forever Rhythm,Analog Hearts
song_363,172.16666666666666,Lost Dreams,Neon Pulse
song_316,173.0,The Winter #1,Melody Lane
song_326,161.5,Night Light,Crystal Clear
song_96,193.5,Winter Song,Beats Foundation
song_178,194.8125,The Summer,Synth Collective
song_416,146.5,The Forever,Acoustic Alliance
song_394,152.27272727272728,Forever Journey,Rhythm Republic
song_372,164.95652173913044,Night Rhythm,Crystal Clear
song_264,158.33333333333334,The Heart #4,Electric Dreams
song_180,159.05555555555554,The Summer,Neon Pulse
song_107,168.41666666666666,Heart Light,Sound Pioneers
song_344,224.52,The Lost,Midnight Serenade
song_99,141.72727272727272,The Night,Beats Foundation
song_204,171.52,The Heart #65,Electric Dreams
song_400,172.625,Night Memories,Northern Lights
song_243,180.71428571428572,Forever Memories #14,Electric Dreams
song_165,178.1904761904762,Heart Nights #43,Beats Foundation
song_50,154.65,Love Shadow,Midnight Serenade
song_259,177.06666666666666,The City,Rhythm Republic
song_12,155.5,Heart Beat #64,Sound Pioneers
song_364,194.9375,Lost Beat,Starlight Symphony
song_229,188.0,Night Light,Midnight Serenade
song_73,175.2,Night Song #37,Beats Foundation
song_139,135.42105263157896,Summer Memories,Sunset Boulevard
song_464,168.375,Heart Rhythm,Sound Pioneers
song_482,190.66666666666666,Night Dreams #1,Crystal Clear
song_132,176.54545454545453,Night Journey,Analog Hearts
song_195,139.66666666666666,The Love,Digital Frontier
song_351,157.68,Love Days,Sound Pioneers
song_431,142.73684210526315,Love Rhythm,Echo Chamber
song_376,195.42857142857142,Heart Song,Neon Pulse
song_74,178.22727272727272,City Days #30,Sound Pioneers
song_480,136.0,Summer Dreams,Velvet Voice
song_208,168.06666666666666,The Lost,Rhythm Republic
song_191,178.61111111111111,Night Journey,Acoustic Alliance
song_452,187.76470588235293,Dreams Memories,Northern Lights
song_219,147.7,Dreams Song,Digital Frontier
song_244,143.1818181818182,Heart Rhythm #57,Northern Lights
song_324,179.53846153846155,Lost Days,Digital Frontier
song_276,183.21052631578948,Love Journey,Northern Lights
song_18,182.6,The Night,Rhythm Republic
song_285,159.31578947368422,Heart Journey #7,Crystal Clear
song_14,166.7826086956522,Forever Memories,Midnight Serenade
song_293,124.28571428571429,The Forever #37,Electric Dreams
song_217,156.71428571428572,Heart Dreams,Sonic Wave
song_36,156.8235294117647,The Love #62,Echo Chamber
song_466,148.0,Forever Nights,Starlight Symphony
song_224,154.6818181818182,City Dreams,Electric Dreams
song_451,179.28571428571428,Dreams Rhythm,Midnight Serenade
song_75,149.47058823529412,Winter Beat,Velvet Voice
song_192,151.3913043478261,Heart Nights #39,Melody Lane
song_303,175.76190476190476,Lost Beat #59,Synth Collective
song_426,188.77777777777777,Heart Journey,Acoustic Alliance
song_46,152.28,Night Memories,Midnight Serenade
song_446,152.33333333333334,The Night,Acoustic Alliance
song_320,163.35714285714286,City Rhythm,Beats Foundation
song_491,143.73076923076923,Heart Song,Velvet Voice
song_404,163.88888888888889,Dreams Light,Crystal Clear
song_158,177.25,The Dreams,Digital Frontier
song_210,110.07142857142857,Night Rhythm,Sunset Boulevard
song_159,183.6875,Love Nights,Analog Hearts
song_70,184.4,Dreams Days,Digital Frontier
song_279,189.66666666666666,The Dreams,Sound Pioneers
song_496,156.5,Winter Song,Synth Collective
song_110,169.72222222222223,City Days #53,Digital Frontier
song_211,163.125,The Summer #13,Neon Pulse
song_103,162.41176470588235,Dancing Days,Crystal Clear
song_317,180.80645161290323,Summer Days,Midnight Serenade
song_179,152.0,Dancing Days #11,Electric Dreams
song_29,179.16666666666666,Winter Beat,Digital Frontier
song_109,135.52631578947367,The Dreams,Synth Collective
song_196,139.35294117647058,Heart Rhythm,Velvet Voice
song_214,142.1578947368421,Summer Dreams,Echo Chamber
song_460,165.52173913043478,Winter Song,Neon Pulse
song_142,161.30769230769232,Love Shadow,Velvet Voice
song_113,190.32142857142858,Forever Shadow,Electric Dreams
song_66,175.52631578947367,Heart Beat #97,Beats Foundation
song_67,172.95454545454547,The Forever #32,Analog Hearts
song_272,176.1818181818182,City Song,Acoustic Alliance
song_256,174.16666666666666,City Dreams,Electric Dreams
song_112,165.70833333333334,The Heart,Melody Lane
song_68,131.5909090909091,Heart Light,Sound Pioneers
song_267,152.11111111111111,Love Dreams,Analog Hearts
song_299,148.41176470588235,Love Dreams,Rhythm Republic
song_183,167.22727272727272,Lost Beat,Northern Lights
